-0.117539	0.0258236	-0.0853148	-0.512878	0.186048	0.833432	0.0879353	-0.341552
-0.117539	0.0258236	-0.0853148	-0.512878	0.186048	0.833432	0.0879353	-0.341552
-0.117826	0.0259256	-0.085359	-0.513191	0.186247	0.833213	0.08776	-0.341879
-0.11813	0.0260212	-0.0854106	-0.513512	0.185646	0.833142	0.0878358	-0.342533
-0.118213	0.0260436	-0.0854285	-0.513564	0.185186	0.833213	0.0878316	-0.342533
-0.118723	0.0261555	-0.0855655	-0.513413	0.182536	0.833984	0.0869408	-0.341716
-0.119016	0.026201	-0.0856563	-0.513077	0.180982	0.83459	0.0863585	-0.342533
-0.119315	0.0262418	-0.0857534	-0.5129	0.180119	0.834969	0.0855441	-0.342042
-0.119595	0.0262741	-0.0858561	-0.512544	0.179965	0.835347	0.0843056	-0.342042
-0.11991	0.0262963	-0.0859784	-0.512075	0.179103	0.835925	0.0832504	-0.342206
-0.120226	0.0263086	-0.0860985	-0.511763	0.176794	0.836633	0.0829909	-0.342206
-0.120515	0.0263144	-0.0862033	-0.511533	0.174014	0.837339	0.0831677	-0.342206
-0.120828	0.0263183	-0.0863152	-0.511049	0.172789	0.837956	0.0824836	-0.342369
-0.121102	0.0263197	-0.0864004	-0.510847	0.173076	0.83809	0.0817621	-0.342206
-0.121394	0.0263164	-0.0864848	-0.510684	0.172998	0.838258	0.0812193	-0.342206
-0.121713	0.0263086	-0.0865816	-0.510206	0.172676	0.838693	0.0804114	-0.342042
-0.122011	0.0262961	-0.0866769	-0.509633	0.172045	0.839221	0.0798962	-0.341389
-0.122315	0.0262783	-0.0867748	-0.509097	0.171448	0.839634	0.0802489	-0.342042
-0.122619	0.0262568	-0.0868747	-0.508387	0.171111	0.840079	0.0808188	-0.342533
-0.122924	0.026231	-0.0869818	-0.507319	0.170887	0.840758	0.0809392	-0.342042
-0.123229	0.0261931	-0.0870961	-0.505901	0.170578	0.8417	0.0806742	-0.341879
-0.123534	0.0261472	-0.0872025	-0.504874	0.169778	0.842424	0.0812438	-0.342042
-0.123835	0.0261002	-0.0873002	-0.504428	0.168999	0.842722	0.0825293	-0.342206
-0.124145	0.0260461	-0.0874005	-0.50425	0.168173	0.842893	0.0835515	-0.341716
-0.124454	0.0259874	-0.0875143	-0.503905	0.167728	0.843185	0.0835843	-0.341879
-0.124768	0.025924	-0.0876376	-0.503716	0.166606	0.843467	0.0841213	-0.342696
-0.125083	0.0258453	-0.0877596	-0.503824	0.162967	0.84387	0.0865263	-0.342369
-0.125351	0.0257661	-0.0878726	-0.503859	0.158222	0.844525	0.0887113	-0.341226
-0.12566	0.0256703	-0.0880293	-0.50323	0.155612	0.845381	0.0887444	-0.342042
-0.125933	0.0255864	-0.0881662	-0.50294	0.155276	0.845672	0.0882004	-0.342533
-0.126205	0.025496	-0.0883035	-0.503039	0.154255	0.845804	0.0881606	-0.342369
-0.126476	0.0253956	-0.0884506	-0.503329	0.151151	0.846115	0.0888948	-0.341716
-0.126724	0.0252875	-0.0886064	-0.50348	0.147885	0.846639	0.0885434	-0.342042
-0.126954	0.0251739	-0.0887688	-0.503617	0.145139	0.847146	0.0874537	-0.342859
-0.12717	0.0250456	-0.0889304	-0.503775	0.140769	0.847827	0.0870865	-0.343023
-0.127375	0.0248951	-0.0890975	-0.503944	0.13573	0.848597	0.0866076	-0.342206
-0.12754	0.0247461	-0.0892528	-0.503659	0.133053	0.849393	0.0845895	-0.343349
-0.127681	0.0245796	-0.0894013	-0.503093	0.131411	0.850233	0.0820454	-0.343513
-0.127804	0.0243957	-0.0895434	-0.502518	0.12906	0.851096	0.0803396	-0.343186
-0.127911	0.0241929	-0.0896959	-0.501369	0.126288	0.852363	0.0784759	-0.343186
-0.128002	0.0239749	-0.0898602	-0.499478	0.124366	0.853966	0.0761364	-0.343023
-0.128091	0.0237397	-0.0900398	-0.49709	0.122765	0.855859	0.0730377	-0.343023
-0.128172	0.0234864	-0.0902202	-0.494494	0.121134	0.857843	0.0700515	-0.342696
-0.128244	0.023221	-0.0903925	-0.491979	0.119404	0.85975	0.0672977	-0.343023
