t p_x p_y p_z o_x o_y o_z o_w j
2.09388494491577 -0.102656890391488 -0.0563904058049008 0.126326534903108 0.224326275332203 -0.0972446694337099 0.663275446695741 0.707309605669875 0.541158891102867
2.10371065139771 -0.102649696974888 -0.0562312771300629 0.12646780638801 0.223812320427386 -0.0972051333383568 0.663391665710977 0.707368860738721 0.542302299565807
2.11360597610474 -0.102643196600829 -0.0560861048377492 0.126604834621702 0.224023474821204 -0.096623209949334 0.662528784525993 0.708189979950741 0.54393574022715
2.12392711639404 -0.102630285938589 -0.0559464601601297 0.126749987764894 0.225264473161246 -0.096331638587987 0.661793354583773 0.708523597607797 0.546059213086896
2.13391447067261 -0.102617856451549 -0.0557988329458751 0.126891496609315 0.22590521308777 -0.0967120200878391 0.662017142659698 0.708058558803569 0.548182685946641
2.14407444000244 -0.102609934352888 -0.0556398097790701 0.127035125429666 0.226178464656912 -0.0970278812294015 0.66249486008122 0.707481061764582 0.548999406277313
2.15433311462402 -0.102606043992719 -0.0554720008884079 0.127177622827216 0.225959730530642 -0.0969029041087321 0.662826532323285 0.707257389782605 0.548836062211178
2.16427159309387 -0.102600593046909 -0.0553150704748925 0.127307876806575 0.226186933464155 -0.0967060433380743 0.662947207736957 0.707098587232183 0.54850937407891
2.17447352409363 -0.102591238958116 -0.0551644040447071 0.12744026396319 0.226864831427368 -0.0966128568439702 0.663220560094946 0.70663766728163 0.548672718145044
2.18434762954712 -0.10258365630752 -0.0550249445284512 0.127568852975854 0.227679481806297 -0.0963585062510475 0.663437692169698 0.706206429060249 0.550959535070924
2.19446539878845 -0.102571585180415 -0.0548881962111536 0.127703561283174 0.228003101493329 -0.0959819436185998 0.663525538870681 0.706070755289434 0.555206480790415
2.20442700386047 -0.102555466624495 -0.0547726228086188 0.127837899212534 0.22836355928444 -0.0956371341414828 0.663583220289543 0.705946834481398 0.558473362113101
2.21434688568115 -0.10254242625361 -0.054674901118073 0.127964352558115 0.229192056779923 -0.095501495877619 0.663732131195908 0.705556605391987 0.561250211237384
2.22494053840637 -0.102534563667542 -0.0545855926313591 0.128089422973708 0.22977050376462 -0.0956980985344625 0.663978297107908 0.705110069780828 0.563700372229398
2.23488426208496 -0.102525401385025 -0.0545259482148273 0.128204163362953 0.230100647985422 -0.095876196221304 0.663865944937693 0.705084004886515 0.56533381289074
2.24509286880493 -0.102516128656386 -0.0544904028576036 0.128315004419139 0.230601267416704 -0.0963368581510639 0.663819864175303 0.7049010236577 0.566313877287546
2.25463485717773 -0.102501572261571 -0.0544818267903696 0.128419070697512 0.230821728779184 -0.097007414389654 0.663671300992638 0.704876794422658 0.566967253552083
2.26467156410217 -0.102477171271578 -0.0545042990041587 0.128536082843775 0.231287516301476 -0.0977530868917654 0.663306357028847 0.704964605871348 0.567783973882755
2.274982213974 -0.102445646735888 -0.0545563310158943 0.128661212248336 0.231487418190778 -0.0985391261652869 0.662830174126819 0.705237389891489 0.569417414544097
2.2847638130188 -0.102414453794161 -0.0546192727838329 0.128779943687084 0.231152563881134 -0.0992752017086619 0.662564896394094 0.70549322080596 0.57219426366838
2.29491400718689 -0.102380166327622 -0.0546956296064336 0.128905078484044 0.230533911092718 -0.100085709507043 0.662449356236628 0.705689603870175 0.5756244890572
2.30565929412842 -0.102338810131577 -0.054815269648337 0.129028828820568 0.230771915839904 -0.101107794728473 0.662194920429059 0.705704912879794 0.579871434776691
2.31556415557861 -0.102303111529099 -0.0549513197488776 0.129138187903511 0.23175882366125 -0.102084950428481 0.661792060925766 0.705618720448087 0.584445068628451
2.3256049156189 -0.102267848740732 -0.0550977046909157 0.129260879680698 0.231531195469572 -0.10311668757954 0.661418663673204 0.705893480357913 0.589182046546345
2.33591437339783 -0.10222124338799 -0.0552607651102577 0.129398673784206 0.231202615105478 -0.104202174682111 0.660958853348759 0.706272363709498 0.593755680398105
2.34531784057617 -0.102178524781964 -0.0554315145347023 0.129527971790574 0.23160585107737 -0.105435900885186 0.660618973093419 0.706275139687256 0.598492658315999
2.35599660873413 -0.10213427708176 -0.055634749376258 0.129676356320424 0.231820117765557 -0.106850652812517 0.660155088710738 0.706425954960617 0.604536388762967
2.36546540260315 -0.102097243041358 -0.0558115894943162 0.129808763724172 0.231288460727358 -0.108021362662853 0.659805250834485 0.706748939945489 0.609763398879264
2.37533783912659 -0.102059352744933 -0.0559987774672579 0.129946618135439 0.230714910597908 -0.109178932875993 0.659566344700166 0.706981490268819 0.61417368866489
2.38597106933594 -0.102025577534446 -0.0562032006674652 0.130088550760088 0.23032235749142 -0.110358009672707 0.659434033846451 0.70704984007188 0.617930602185978
2.39623975753784 -0.101998953638817 -0.0563966920267079 0.130221517420977 0.230065145565309 -0.111172916516391 0.659175663413567 0.707246814197516 0.619727386913455
2.40576505661011 -0.101974485296345 -0.0565777061574247 0.130342651455632 0.229814697781617 -0.111811405232728 0.6589179648432 0.707467688272986 0.621197483508664
2.4158091545105 -0.101945313006474 -0.0567678681179141 0.130480144975809 0.229323524736967 -0.112680735178049 0.658618068847683 0.707768332372462 0.627241213955632
2.42586135864258 -0.101918006390127 -0.0569645483090035 0.130623617863031 0.228836744560485 -0.112704438981483 0.657215280394679 0.709224596999126 0.636388481659152
2.43624520301819 -0.101893681432898 -0.0571761027773365 0.130770521176199 0.228960964538496 -0.11200614165676 0.654609268852412 0.71170092460336 0.644555684965866
2.44642853736877 -0.101870449069622 -0.0573745964516787 0.130911181626964 0.228982603747625 -0.112505987931327 0.653407359872172 0.712718872996522 0.649456006949894
2.45646667480469 -0.101850184312512 -0.0575466342340478 0.131045206022451 0.228481232746186 -0.113184334416429 0.65293396682831 0.713206048549324 0.65500970519846
2.46679711341858 -0.101836623053942 -0.0577148794418155 0.131177186361555 0.227887687224967 -0.113007982095712 0.651758789769382 0.714497640270604 0.663176908505174
2.47636270523071 -0.10183030226881 -0.0578558213967801 0.13129385517386 0.227736072393719 -0.112793634521696 0.651006451811428 0.715265319333997 0.671997488076425
2.48625493049622 -0.101825247727266 -0.0579899219264072 0.131409846651242 0.227793287141695 -0.11279486336611 0.650898047990316 0.71534555863149 0.68326822863969
2.49692726135254 -0.101816431314255 -0.0581140467346531 0.131541676559926 0.227599963138847 -0.112900346275807 0.651004836103045 0.715293276887492 0.697642506459507
2.50627279281616 -0.101807184535837 -0.058209096883842 0.131658904191933 0.226970480016214 -0.113043949428499 0.651054487994059 0.715425412158116 0.710873375816383
2.51677775382996 -0.101798911616429 -0.0583100707994557 0.131792437693501 0.226534210684582 -0.113086129459357 0.650908748712786 0.715689583243022 0.722634148578051
2.5268018245697 -0.101793455474633 -0.0583961838055782 0.131911481188956 0.22633887753767 -0.112886691613772 0.650441469846879 0.716207512998095 0.730638007818631
2.53658890724182 -0.101795254756382 -0.0584699443956631 0.132029540607205 0.225697949611713 -0.111987424591967 0.649211627901756 0.71766532204885 0.732761480678377
2.54613518714905 -0.101802951852141 -0.0585329763187507 0.13213400061746 0.225390760654352 -0.111272463217899 0.648227680903333 0.718761655663239 0.733088168810645
2.55715656280518 -0.101812712665234 -0.0585936271146096 0.132253200485346 0.22547859758637 -0.111600556831612 0.648489360207568 0.718447122231649 0.734558265405854
2.56672525405884 -0.101822203244174 -0.0586427494641826 0.132354784372265 0.225603255838868 -0.112023490085575 0.648778124566315 0.718081369837823 0.735538329802659
2.57691264152527 -0.101832995380227 -0.0586894596882721 0.132467127429941 0.225424522502892 -0.112131615750657 0.648693521185999 0.718197048848574 0.735865017934928
2.58682203292847 -0.101847715802427 -0.0587315525571337 0.132572395102666 0.225186204382893 -0.112359679140155 0.648656049562549 0.718270008579681 0.736355050133331
2.59719085693359 -0.101860401243302 -0.0587725471371393 0.132685158303729 0.224673586126562 -0.112752311352809 0.648528552478452 0.718484107410758 0.738151834860808
2.60726428031921 -0.101871563692642 -0.0588146283947551 0.132794356878123 0.224104355393255 -0.11334604026422 0.648401623371993 0.718682995387229 0.743868877175508
2.61681532859802 -0.101882546852498 -0.0588628092323281 0.132896045814996 0.223952866033162 -0.114165346131382 0.648192586059693 0.718789092095506 0.752036080482222
2.62737846374512 -0.101889994979912 -0.0589224013600891 0.133015673423427 0.223730724415998 -0.115203480275333 0.648072223891556 0.718801164234587 0.75922321939213
2.63713574409485 -0.101895516555712 -0.0589814350266342 0.133131947956747 0.223591876298321 -0.116241158503324 0.647828831025152 0.71889670441294 0.764123541376158
2.64749383926392 -0.101902748686783 -0.0590540565055281 0.133256028936562 0.223831153722766 -0.117330812430223 0.647426719380632 0.719007467353178 0.768860519294053
2.65739274024963 -0.101906003288511 -0.0591287763298043 0.133388115983304 0.224065184217011 -0.118492165075692 0.64707817842434 0.719057877395491 0.770493959955395
2.6677417755127 -0.101908235698309 -0.0592060956319829 0.133528662558546 0.224297136440805 -0.119580817890812 0.646770083904985 0.719082527351734 0.770330615889261
2.67791128158569 -0.101915356262044 -0.0592770654539586 0.133667409240981 0.224384310019286 -0.120568406066014 0.64647388614295 0.719156766922972 0.770493959955395
2.68778944015503 -0.101924476739587 -0.0593438881618006 0.133806175865325 0.224468452205615 -0.121687885620249 0.646383442165824 0.719023238950974 0.771637368418335
2.69768953323364 -0.101933429051558 -0.0594152605888457 0.13394435454597 0.225384358778535 -0.122791543464142 0.646204894350357 0.718709511686972 0.772454088749006
2.70727205276489 -0.101943824359988 -0.0594795450240981 0.134083412838392 0.226003204159803 -0.123784167877979 0.645815941028706 0.718694512157611 0.772454088749007
2.71739149093628 -0.1019557316964 -0.0595387244576572 0.134236402539473 0.226133698504176 -0.125041496151065 0.645441910145038 0.718771810291313 0.773434153145812
2.72791194915771 -0.101966839716369 -0.0596004624006468 0.134399789093172 0.226883442919927 -0.126524474497051 0.645194800026 0.718497829294881 0.778007786997572
2.737788438797 -0.10198515034006 -0.0596533937843351 0.134553647955802 0.227342825030307 -0.127756454864788 0.644627188123773 0.71864408192043 0.783724829312272
2.74781107902527 -0.102004246295155 -0.0597035395694371 0.134712067105364 0.228128482257099 -0.128755562815478 0.643988845600167 0.718789097976385 0.788298463164032
2.75790596008301 -0.102020477032671 -0.0597488831589766 0.134875940993932 0.229239924318102 -0.129510793354633 0.64366164207658 0.718592862490691 0.790258591957643
2.7680025100708 -0.102034336747611 -0.059781342698001 0.135051220246879 0.229742693658475 -0.130042585506705 0.643670416657451 0.718328347892037 0.789931903825374
2.77807116508484 -0.102046709247102 -0.0598132679550278 0.135239140675033 0.230285378623184 -0.130100471046597 0.643380626388808 0.718403703646756 0.789605215693106
2.78846597671509 -0.102059447813905 -0.0598545542607079 0.135435820887958 0.231491954596086 -0.129390104751113 0.642098716197631 0.719290563268513 0.79091196822218
2.79838132858276 -0.102071365522196 -0.0598906613558234 0.13562313734626 0.232648742708626 -0.128928724958206 0.641343965402019 0.719673442916411 0.794178849544866
2.80798745155334 -0.102080909006628 -0.0599141644229305 0.135806035994759 0.233120206937056 -0.129311536370779 0.641452699986539 0.719355217788146 0.798262451198223
2.81828117370605 -0.102090388157822 -0.059940244218259 0.136000291731702 0.233069168534149 -0.129730715191798 0.641436558951362 0.71931067353075 0.801692676587042
